datetime,temperature,precipitation,weather
2022/10/29 7:00:00,12.4,0,
2022/10/29 8:00:00,13.1,0,
2022/10/29 9:00:00,16.2,0,2
2022/10/29 10:00:00,16.6,0,
2022/10/29 11:00:00,18.0,0,
2022/10/29 12:00:00,18.3,0,2
2022/10/29 13:00:00,17.7,0,
2022/10/29 14:00:00,16.9,0,
2022/10/29 15:00:00,16.2,0,2
2022/10/29 16:00:00,15.7,0,
2022/10/29 17:00:00,14.4,0,
2022/10/29 18:00:00,14.0,0,2
2022/10/29 19:00:00,12.9,0,
2022/10/29 20:00:00,12.2,0,
2022/10/29 21:00:00,12.5,0,2
2022/10/29 22:00:00,12.3,0,
2022/10/29 23:00:00,11.7,0,
2022/10/30 00:00:00,10.7,0,
2022/10/30 1:00:00,10.0,0,
2022/10/30 2:00:00,10.4,0,
2022/10/30 3:00:00,11.0,0,1
2022/10/30 4:00:00,9.0,0,
2022/10/30 5:00:00,8.3,0,
2022/10/30 6:00:00,8.6,0,2
2022/10/30 7:00:00,8.8,0,
2022/10/30 8:00:00,11.2,0,
2022/10/30 9:00:00,13.5,0,1
2022/10/30 10:00:00,16.2,0,
2022/10/30 11:00:00,17.6,0,
2022/10/30 12:00:00,17.5,0,2
2022/10/30 13:00:00,17.9,0,
2022/10/30 14:00:00,17.6,0,
2022/10/30 15:00:00,17.4,0,2
2022/10/30 16:00:00,15.9,0,
2022/10/30 17:00:00,15.5,0,
2022/10/30 18:00:00,14.3,0,2
2022/10/30 19:00:00,13.8,0,
2022/10/30 20:00:00,12.9,0,
2022/10/30 21:00:00,12.6,0,1
2022/10/30 22:00:00,12.7,0,
2022/10/30 23:00:00,12.3,0,
2022/10/31 00:00:00,10.6,0,
2022/10/31 1:00:00,11.0,0,
2022/10/31 2:00:00,10.2,0,
2022/10/31 3:00:00,9.7,0,1
2022/10/31 4:00:00,8.9,0,
2022/10/31 5:00:00,9.5,0,
2022/10/31 6:00:00,9.2,0,1
2022/10/31 7:00:00,9.8,0,
2022/10/31 8:00:00,11.9,0,
2022/10/31 9:00:00,14.4,0,1
2022/10/31 10:00:00,15.5,0,
2022/10/31 11:00:00,16.3,0,
2022/10/31 12:00:00,16.6,0,1
2022/10/31 13:00:00,17.3,0,
2022/10/31 14:00:00,16.4,0,
2022/10/31 15:00:00,16.4,0,2
2022/10/31 16:00:00,15.3,0,
2022/10/31 17:00:00,14.5,0,
2022/10/31 18:00:00,13.3,0,2
2022/10/31 19:00:00,13.6,0,
2022/10/31 20:00:00,13.0,0,
2022/10/31 21:00:00,13.4,0.0,4
2022/10/31 22:00:00,13.0,0.0,
2022/10/31 23:00:00,12.3,0.0,
2022/11/1 00:00:00,12.5,0,
